SN,Date,VCM_M1_FPC_UpCoil_Attach_MC_ID,VCM_Glue_lot_ID_1,VCM_M1_FPC_UpCoil_Attach_Staging_time,VCM_M1_FPC_UpCoil_Attach_End_Time,VCM_Feature_1,VCM_Feature_2,VCM_Feature_3,VCM_Feature_4,VCM_Feature_5,VCM_Feature_6,VCM_Feature_7,VCM_Feature_8,VCM_Feature_9,VCM_Feature_10,VCM_Feature_11,VCM_Feature_12,VCM_Feature_13,VCM_Feature_14,VCM_Feature_15,VCM_Feature_16,VCM_Feature_17,VCM_Feature_18,VCM_Feature_19,VCM_Feature_20,VCM_Feature_21,VCM_Feature_22,VCM_Feature_23,VCM_Feature_24,VCM_Feature_25,VCM_Feature_26,VCM_Feature_27,VCM_Feature_28,VCM_Feature_29,VCM_Feature_30,VCM_Feature_31,VCM_Feature_32,VCM_Feature_33,VCM_Feature_34,VCM_Feature_35,VCM_Feature_36,VCM_Feature_37,VCM_Feature_38,VCM_Feature_39,VCM_Feature_40,VCM_Feature_41,VCM_Feature_42,VCM_Feature_43,VCM_Feature_44,Results,Failed_Station,Failure_Mode,VCM_M1_Constant_Feature
SN003522,2026-05-15 23:14:41,MC_001,LOT_2002,20,2026-05-15 23:27:41,Normal,Medium,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,PASS,,,Locked
SN003523,2026-05-15 23:16:59,MC_002,LOT_2002,20,2026-05-15 23:27:59,High,Slow,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,PASS,,,Normal
SN003524,2026-05-15 23:19:17,MC_001,LOT_2003,30,2026-05-15 23:28:17,High,Medium,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,PASS,,,Locked
SN003525,2026-05-15 23:21:36,MC_003,LOT_2003,20,2026-05-15 23:32:36,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,PASS,,,Locked
SN003526,2026-05-15 23:23:54,MC_004,LOT_2003,20,2026-05-15 23:32:54,Normal,Medium,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,PASS,,,Locked
SN003527,2026-05-15 23:26:12,MC_003,LOT_2001,10,2026-05-15 23:34:12,Normal,Medium,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,PASS,,,Standby
SN003528,2026-05-15 23:28:30,MC_002,LOT_2003,10,2026-05-15 23:41:30,Low,Fast,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,PASS,,,Locked
SN003529,2026-05-15 23:30:48,MC_005,LOT_2001,20,2026-05-15 23:44:48,Normal,Fast,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,PASS,,,Locked
SN003530,2026-05-15 23:33:07,MC_002,LOT_2002,20,2026-05-15 23:46:07,Normal,Medium,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,PASS,,,Normal
SN003531,2026-05-15 23:35:25,MC_004,LOT_2001,30,2026-05-15 23:41:25,Low,Fast,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,PASS,,,Standby
SN003532,2026-05-15 23:37:43,MC_003,LOT_2002,30,2026-05-15 23:44:43,High,Medium,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,PASS,,,Locked
SN003533,2026-05-15 23:40:01,MC_001,LOT_2003,20,2026-05-15 23:48:01,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,PASS,,,Locked
SN003534,2026-05-15 23:42:20,MC_001,LOT_2004,20,2026-05-15 23:55:20,Low,Medium,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,PASS,,,Locked
SN003535,2026-05-15 23:44:38,MC_003,LOT_2003,10,2026-05-15 23:51:38,Normal,Medium,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,PASS,,,Normal
SN003536,2026-05-15 23:46:56,MC_003,LOT_2004,20,2026-05-16 00:01:56,Low,Medium,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,PASS,,,Normal
SN003537,2026-05-15 23:49:14,MC_005,LOT_2001,20,2026-05-15 23:54:14,Normal,Medium,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,PASS,,,Standby
SN003538,2026-05-15 23:51:33,MC_002,LOT_2002,30,2026-05-15 23:58:33,Normal,Slow,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,PASS,,,Normal
SN003539,2026-05-15 23:53:51,MC_004,LOT_2001,20,2026-05-16 00:04:51,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,PASS,,,Locked
SN003540,2026-05-15 23:56:09,MC_004,LOT_2001,10,2026-05-16 00:05:09,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN003541,2026-05-15 23:58:27,MC_005,LOT_2004,10,2026-05-16 00:07:27,Normal,Slow,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,PASS,,,Normal
SN003542,2026-05-16 00:00:46,MC_001,LOT_2004,20,2026-05-16 00:08:46,Normal,Medium,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,PASS,,,Standby
SN003543,2026-05-16 00:03:04,MC_002,LOT_2002,10,2026-05-16 00:08:04,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,PASS,,,Locked
SN003544,2026-05-16 00:05:22,MC_005,LOT_2002,10,2026-05-16 00:18:22,Normal,Medium,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,PASS,,,Standby
SN003545,2026-05-16 00:07:40,MC_005,LOT_2001,10,2026-05-16 00:12:40,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,PASS,,,Locked
SN003546,2026-05-16 00:09:59,MC_003,LOT_2003,10,2026-05-16 00:18:59,Normal,Medium,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,PASS,,,Normal
SN003547,2026-05-16 00:12:17,MC_003,LOT_2003,20,2026-05-16 00:24:17,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,PASS,,,Standby
SN003548,2026-05-16 00:14:35,MC_003,LOT_2001,20,2026-05-16 00:26:35,Normal,Medium,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,PASS,,,Normal
SN003549,2026-05-16 00:16:53,MC_001,LOT_2005,10,2026-05-16 00:24:53,Low,Medium,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,FAIL,METROLOGY,VA_DRIVER_NG,Locked
SN003550,2026-05-16 00:19:12,MC_004,LOT_2002,20,2026-05-16 00:34:12,Normal,Slow,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,PASS,,,Normal
SN003551,2026-05-16 00:21:30,MC_002,LOT_2004,20,2026-05-16 00:28:30,Low,Medium,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,PASS,,,Standby
SN003552,2026-05-16 00:23:48,MC_004,LOT_2004,10,2026-05-16 00:37:48,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,PASS,,,Standby
SN003553,2026-05-16 00:26:06,MC_002,LOT_2001,20,2026-05-16 00:31:06,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN003554,2026-05-16 00:28:24,MC_004,LOT_2004,10,2026-05-16 00:38:24,Normal,Fast,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,PASS,,,Standby
SN003555,2026-05-16 00:30:43,MC_004,LOT_2004,10,2026-05-16 00:45:43,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,PASS,,,Normal
SN003556,2026-05-16 00:33:01,MC_001,LOT_2003,10,2026-05-16 00:44:01,Low,Medium,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,PASS,,,Normal
SN003557,2026-05-16 00:35:19,MC_002,LOT_2001,20,2026-05-16 00:41:19,Normal,Medium,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,PASS,,,Normal
SN003558,2026-05-16 00:37:37,MC_005,LOT_2003,10,2026-05-16 00:46:37,Normal,Fast,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,PASS,,,Normal
SN003559,2026-05-16 00:39:56,MC_001,LOT_2002,20,2026-05-16 00:48:56,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,PASS,,,Normal
SN003560,2026-05-16 00:42:14,MC_005,LOT_2005,10,2026-05-16 00:54:14,Normal,Fast,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,PASS,,,Normal
SN003561,2026-05-16 00:44:32,MC_003,LOT_2001,20,2026-05-16 00:54:32,Normal,Medium,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,PASS,,,Normal
SN003562,2026-05-16 00:46:50,MC_005,LOT_2001,10,2026-05-16 00:55:50,Normal,Medium,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,PASS,,,Normal
SN003563,2026-05-16 00:49:09,MC_001,LOT_2003,20,2026-05-16 00:54:09,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,PASS,,,Normal
